,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,availability_365
5099,40754866,"Classy studio offering elevated lifestyle, fast wifi",8534462,Barsala,Near North Side,41.88926,-87.63391,Entire home/apt,176,2,0,,3
5100,40755363,Vintage Lovers Dream | Cozy| Chic 10-min Wrigley,316480624,George,Lincoln Square,41.97627,-87.67917,Entire home/apt,72,1,17,2020-09-16,38
5101,40755743,"Master Bedroom- Private bath, tub & steam shower.",316486518,Noemi,Albany Park,41.97156,-87.72762,Private room,85,3,0,,0
5102,40755792,Private Master Bedroom IIT/McCormick-Free Parking!,260871189,Olaitan,Douglas,41.8288,-87.6193,Private room,65,2,0,,89
5103,40757854,GOATHOTE | NEW 1/1 APT | ARTSY PILSEN NEIGHBORHOOD,244000490,Goathote,Lower West Side,41.84964,-87.67624,Entire home/apt,60,1,17,2020-09-08,188
5104,40775048,**WOW** In the Heart of Downtown Chicago**,218800805,Chicago Condo,Near North Side,41.8933,-87.6183,Private room,48,25,0,,0
5105,40777128,"Unique loft River North
Clark& Hubbard-SHARED",51668477,Michael,Near North Side,41.88908,-87.63203,Private room,101,1,27,2020-09-13,357
5106,40777669,✔Self Checkin✔Business✔Blazing WIFI✔Family✔,243270124,William,Grand Boulevard,41.8079,-87.62252,Entire home/apt,187,1,9,2020-09-06,262
5107,40778302,LAKEVIEW TOP FLOOR APARTMENT W/ FIRE PLACE LAUNDRY,49626033,Roma,Lake View,41.93857,-87.66575,Entire home/apt,75,31,0,,355
5108,40778307,"Escape to The Rosemoor, 15 mins to Downtown & Lake",316809744,Morris,Roseland,41.70506,-87.60982,Entire home/apt,115,2,2,2020-09-20,179
5109,40785937,Private bedroom/bathroom/entrance,88748203,Chris,Near South Side,41.84736,-87.61954,Private room,99,2,1,2020-03-01,90
5110,40800681,Marley’s Resort,317120638,Anthony,Chatham,41.74511,-87.59999,Entire home/apt,210,1,0,,88
5111,40809158,"The Lotus [Rogers Park]-Chicago, IL",317291424,Adam,Rogers Park,42.0025,-87.67373,Entire home/apt,175,1,0,,90
5112,40812990,4bedrm 2bath. Westloop/ United center stadium.,306943744,Joe,Near West Side,41.88202,-87.67923,Entire home/apt,350,1,0,,365
5113,40822870,Cozy room steps from the Subway,46820434,Ivan,North Lawndale,41.85367,-87.70416999999998,Private room,24,1,1,2020-03-08,90
5114,40837290,Beautiful condo steps from the Magnificent Mile!,2869626,Savannah,Near North Side,41.89256,-87.62079,Entire home/apt,100,2,5,2020-02-16,0
5115,40841031,Walk Around the Trendy Logan Sq from a Stylish 2BR,148973907,Mia & Noah,Logan Square,41.91586,-87.71184000000002,Entire home/apt,105,1,38,2020-09-02,215
5116,40841455,Modern 2BR at Logan Sq Perfect for Fun Getaway,148973907,Mia & Noah,Logan Square,41.9145,-87.71047,Entire home/apt,97,1,15,2020-09-07,206
5117,40841844,Spacious modern 2BR in Edgewater,317844613,Jane,Edgewater,41.97659,-87.65626,Entire home/apt,72,3,7,2020-09-19,135
5118,40859740,芝加哥客栈 Chicago Motel UIC McCormick place,249026086,Yong,Mckinley Park,41.83138,-87.66908000000002,Entire home/apt,93,2,8,2020-08-23,141
5119,40862469,**Private Room & Bath in the Heart of Downtown**,218800805,Chicago Condo,Near North Side,41.89344000000001,-87.61874,Private room,48,25,0,,0
5120,40864232,**Stunning Views! Private Room*Close 2 Everything!,218800805,Chicago Condo,Near North Side,41.89355,-87.61898000000002,Private room,48,25,0,,0
5121,40869848,1 bedroom furnished loft McCormick area,318173182,Justin,Near South Side,41.855,-87.62104000000002,Entire home/apt,85,4,2,2020-08-18,111
5122,40871030,Beautifly Rehabbed Spacious Studio Appartment,315315574,Teresa,Hermosa,41.92095,-87.7363,Entire home/apt,65,1,20,2020-09-14,175
5123,40872725,Cozy Logan Sq Spot - 10 mins from Blue Line stop,37731607,Stephen,Logan Square,41.92477,-87.70391,Entire home/apt,70,14,11,2020-07-24,85
5124,40872757,Modern Lakeside Apartment,17462656,Katarina,Rogers Park,42.01001,-87.65984,Entire home/apt,40,3,2,2020-01-20,0
5125,40875572,Hotel Blake Downtown Chicago,231520869,Kalie,Loop,41.87584,-87.62849,Private room,200,2,0,,89
5126,40882597,Historic Alta Vista Terrace District,23469090,Howard,Lake View,41.95169,-87.65732,Entire home/apt,275,3,1,2020-06-17,180
5127,40883695,Convenient Loop 1BR w/ Gym + Theatre Room near Grant Park by Blueground,107434423,Blueground,Loop,41.87976,-87.62663,Entire home/apt,137,30,0,,348
5128,40885446,A Sox Fan's Paradise! Private Single Family (NEW)!,16478285,Lindsay,Bridgeport,41.82516,-87.64639,Entire home/apt,100,4,1,2019-12-17,0
5129,40888937,Efficiency Studio 2 Blocks from CTA Red Line Train,51271455,Matt,Uptown,41.96457,-87.6636,Entire home/apt,80,1,0,,0
5130,40889049,RIVER NORTH 1 BED GYM POOL WASHER/DRYER VIEWS (66),9400379,ExecuSuite Inc.,Near North Side,41.89147,-87.63765,Entire home/apt,129,31,0,,67
5131,40891503,Wrigley Field /Roscoe Village Urban Oasis,36143772,Leigh,North Center,41.94883,-87.68034,Entire home/apt,632,1,2,2020-09-13,179
5132,40893299,Beauty in Beverly,114874493,Stefanie,Morgan Park,41.69801,-87.66275999999998,Entire home/apt,170,3,0,,0
5133,40894313,"10 Min to Downtown, Private Room & Luxury Bathroom",95310562,Brittany,Logan Square,41.9182,-87.6745,Entire home/apt,70,3,45,2020-09-16,78
5134,40897184,Easy access to train and buses to downtown,318557734,Anu (Mercy),Edgewater,41.9924,-87.65791999999998,Private room,50,1,0,,179
5135,40898000,Large Cozy 1BR APT in Roscoe Village/Wrigley!!,318578074,Jennifer,North Center,41.94347,-87.67875,Entire home/apt,96,2,13,2020-08-01,49
5136,40902567,"Warm, Spacious, Industrial West Loop Loft",134103112,Caelin,Near West Side,41.87697,-87.64480999999998,Entire home/apt,800,3,0,,0
5137,40908860,"Airy Lakeview Studio, walk to Lakefront & Lincoln Park, by Blueground",107434423,Blueground,Lake View,41.94041,-87.6415,Entire home/apt,149,30,0,,263
5138,40918900,Bright & Cozy 2BR Apt Perfect for Staycation!,148973907,Mia & Noah,Logan Square,41.91375,-87.71104,Entire home/apt,108,1,21,2020-09-17,193
5139,40918925,Private room up to 3 shared bathroom at CGHostel,318387567,Getaway Hostel,Lincoln Park,41.92758,-87.64528,Private room,105,1,2,2020-03-02,180
5140,40919235,Pristine & Insta-worthy 2BR w/ Great Location!,148973907,Mia & Noah,Logan Square,41.91519,-87.71207,Entire home/apt,105,1,21,2020-08-23,217
5141,40920885,Downtown Lofts,317916305,Tommy,Near South Side,41.86132,-87.62626,Entire home/apt,245,2,1,2020-02-14,180
5142,40925917,Luxury Apartment by The Ritz-Carlton Michigan Ave,49626033,Roma,Near North Side,41.89978,-87.62053,Entire home/apt,60,31,0,,180
5143,40929961,3 bedrooms Beautiful cozy place,183258122,Santiago,New City,41.79603,-87.66166,Entire home/apt,75,3,2,2020-02-22,294
5144,40936383,"Sleek West Loop Studio w/ Gym, Pool, W/D, near RR, by Blueground",107434423,Blueground,Near West Side,41.88306,-87.65131,Entire home/apt,112,30,0,,357
5145,40938122,Entire 3 Bed/1.5 Baths Townhome/10 Mins from UofC,285083456,Marjorie,South Shore,41.76745,-87.58867,Entire home/apt,200,5,9,2020-04-23,159
5146,40940521,"Exclusive Streeterville 1BR w/ Lake Views, Pool, Deck, Gym, by Blueground",107434423,Blueground,Near North Side,41.89825,-87.61868,Entire home/apt,125,30,0,,332
5147,40940568,"Urban West Loop 1BR w/ Gym, Pool, W/D, near the L & Restos, by Blueground",107434423,Blueground,Near West Side,41.88306,-87.65131,Entire home/apt,130,30,0,,319
5148,40945182,"StayGia | Chic Modern 2 BR Suite Right by Loyola University | w/ Gym, Garage and Meeting Room",280448155,Stay Gia,Edgewater,41.99736,-87.65916999999997,Entire home/apt,119,2,61,2020-09-04,347
5149,40945530,Spacious Condo right by the University of Chicago,275439013,Imobhio,Woodlawn,41.77848,-87.60287,Private room,40,2,0,,0
5150,40949874,Vibrant and Modern 2-Bedroom Home Near Downtown,8094939,Alex,Near West Side,41.8744,-87.68644,Entire home/apt,106,2,15,2020-07-12,0
5151,40951933,Nice quiet house,318548791,Juan Ramon,Jefferson Park,41.97075,-87.77016,Private room,139,1,0,,364
5152,40963188,Huge 2 Story Home/Minutes from Downtown Chicago!,319242020,Kelvin,Englewood,41.77572,-87.64654,Entire home/apt,129,2,20,2020-09-13,91
5153,40964130,StayGia | Contemporary 1 BR Corner Suite w/ Michigan Lake View | Right by Loyola University,280448155,Stay Gia,Edgewater,41.99727,-87.6594,Entire home/apt,150,2,36,2020-08-23,350
5154,40964139,"StayGia | Modern Stylish 3BR Suite by Loyola University | w/ Garage, Gym, Meeting Room and Outdoor Grill",280448155,Stay Gia,Edgewater,41.99741,-87.66084000000002,Entire home/apt,150,2,48,2020-09-05,341
5155,40964912,"Bright Loop 1BR w/ Gym, Roofdeck, nr. Financial District, by Blueground",107434423,Blueground,Loop,41.87711,-87.63385,Entire home/apt,112,30,0,,360
5156,40974822,Whole House In Chicago,49557858,Eman,West Ridge,42.01801,-87.70748,Entire home/apt,299,2,3,2020-09-09,86
5157,40988824,Convenient 3-Bedroom Guest Suite in Logan Square!,140931606,Michael,Logan Square,41.91469,-87.71647,Entire home/apt,59,3,11,2020-09-07,31
5158,40991185,Rock Star Beach Pad on Lake Michigan with parking,252595263,Beach House,Rogers Park,42.01926,-87.66542,Entire home/apt,246,1,16,2020-09-14,174
5159,40992222,Guest suite in cozy Humboldt Park apartment,229095817,Loftium,West Town,41.90984,-87.69242,Entire home/apt,42,3,5,2020-03-08,0
5160,40992817,Happy Home-Safe Private Rm with Free Parking,91186260,Jessie,Washington Park,41.79567,-87.62606,Private room,26,7,2,2020-09-06,76
5161,41018199,"Practical South Loop Studio w/ Gym, Pool, W/D, near the L, by Blueground",107434423,Blueground,Near South Side,41.86493,-87.62465999999998,Entire home/apt,152,30,1,2020-04-04,112
5162,41018220,"Airy West Loop Studio w/ Pool, Gym, W/D, nr. the L, by Blueground",107434423,Blueground,Near West Side,41.88306,-87.65131,Entire home/apt,98,30,0,,364
5163,41023937,Easily Accessible Sunny Penthouse,320220472,Mallory,Uptown,41.96927,-87.66351999999998,Private room,40,1,17,2020-03-18,17
5164,41024535,Bedroom in vacant Lincoln Park apartment!,79353203,Ryan,Lincoln Park,41.93053,-87.65655,Private room,26,1,4,2020-05-05,19
5165,41026277,Luxury Modern home minutes from Downtown Chicago,320268661,Nael,Lower West Side,41.85455,-87.6607,Entire home/apt,250,2,4,2020-02-19,88
5166,41030575,Shore Estate: A Hidden Gem (Day Events),320354423,Ms. Mack,South Shore,41.75587,-87.57652,Entire home/apt,349,1,6,2020-07-26,294
5167,41042258,"Roomy Loop 1BR w/ Fitness center near West Loop & the L, by Blueground",107434423,Blueground,Loop,41.87711,-87.63385,Entire home/apt,103,30,0,,364
5168,41046519,The Sweet!,23316991,Maria Teresa,Bridgeport,41.83328,-87.64824,Private room,37,1,19,2020-09-14,127
5169,41047853,Cozy Private Bedroom,221769456,Hassan,West Ridge,41.99851,-87.69905,Private room,49,2,2,2020-02-10,365
5170,41054645,Cozy room with big window (Right by red line),296208054,Ferdousi,Near North Side,41.89645,-87.62889,Private room,80,1,1,2020-01-18,0
5171,41060168,The Jefferson House,257582304,Courtney,Washington Heights,41.70856,-87.64024,Private room,30,1,1,2019-12-27,168
5172,41062867,Private Room in 2500 sq/ft Loft in Lincoln Park,918470,Adam,Lincoln Park,41.92575,-87.66967,Private room,89,1,0,,161
5173,41077009,"55 inch Samsung tv free wifi
39 inch tv",146614661,Ashley,Humboldt Park,41.89015,-87.71539,Entire home/apt,150,2,0,,0
5174,41079520,Wicker Park Retreat,178653120,Caitlyn,West Town,41.90584000000001,-87.68453000000002,Private room,88,1,1,2020-02-16,88
5175,41080235,Cozy High End South Loop Condominium,227746347,Leon,Loop,41.8698,-87.63189,Entire home/apt,332,2,4,2020-09-05,180
5176,41105594,Sunny Apartment in McKinley Park,3628966,Hector,Mckinley Park,41.83427,-87.6781,Entire home/apt,45,3,2,2020-07-26,94
5177,41106007,Charming Lakeview Suite In A Fantastic Location!,1637167,Angela,Lake View,41.95267,-87.65292,Entire home/apt,66,2,23,2020-09-03,24
5178,41114355,Cozy and Comfy in Lakeview,226433030,Sam,Lake View,41.94148,-87.64453,Entire home/apt,120,3,4,2020-09-07,166
5179,41125133,Great location for the right price!,9108681,Jeronimo,West Town,41.9033,-87.6987,Private room,75,1,0,,365
5180,41127823,The Hamilton,82940996,Joelynn,Douglas,41.84267,-87.61701,Entire home/apt,55,1,4,2020-05-25,0
5181,41134887,LOOP RANDOLPH TOWER STUDIO GYM POOL DOWNTOWN (30),9400379,ExecuSuite Inc.,Loop,41.88488,-87.63337,Entire home/apt,80,31,1,2020-04-04,62
5182,41136340,"Sunny,Comfortable,CleanTop Location at Lake,Beach",5186892,Jane,Rogers Park,42.0075,-87.66123,Private room,50,1,16,2020-03-15,168
5183,41152596,"Magic Factory Loft Amazing 4 Bdrm, 3 Ba",2810938,Carole & Basil,Near North Side,41.90686,-87.64952,Entire home/apt,238,3,1,2020-01-20,53
5184,41160612,Historic Hyde Park-Bronzeville Gray stone,124220,Kymi,Grand Boulevard,41.80379,-87.60965,Entire home/apt,145,7,2,2020-03-15,154
5185,41166856,"Ideal Loop 1BR w/ Roof deck & Gym, near Michigan Avenue, by Blueground",107434423,Blueground,Loop,41.87774,-87.6342,Entire home/apt,98,30,0,,364
5186,41171034,"Airy West Loop 1BR w/ Gym, Pool, near Fulton Market, by Blueground",107434423,Blueground,Near West Side,41.88306,-87.65131,Entire home/apt,129,30,0,,340
5187,41171378,"Smart West Loop Studio w/ Gym, Pool, near Fulton Market, by Blueground",107434423,Blueground,Near West Side,41.88306,-87.65131,Entire home/apt,120,30,0,,318
5188,41174370,Bronzeville Garden near Hyde Park,322761663,Charles,Grand Boulevard,41.80943,-87.60884,Entire home/apt,80,2,4,2020-09-07,179
5189,41175025,Newly Renovated Clean Apt Room Across Massive Park,36904978,Kevin,Avondale,41.93243,-87.72381,Private room,83,1,2,2020-02-29,90
5190,41178578,Good Time Little Place,175785054,Marco,Lower West Side,41.85333,-87.66896,Entire home/apt,180,2,1,2020-03-15,90
5191,41180293,ROOM IN SIX CORNERS MILWAUKEE AVE/ CICERO AVE,322712938,Gilberto,Portage Park,41.95503,-87.75017,Private room,30,2,0,,171
5192,41182504,Lincoln Square Light-Filled Perch,71147390,Camille,North Center,41.96043,-87.69238,Entire home/apt,98,1,11,2020-09-06,48
5193,41182730,Clean Economical Apt in Front of Park Logan Square,36904978,Kevin,Avondale,41.93298,-87.72447,Private room,75,1,6,2020-03-16,90
5194,41183002,Cozy Spacious Penthouse in Heart of Roscoe Village,189585137,Sarah,North Center,41.94279,-87.68211,Entire home/apt,321,2,1,2020-03-15,324
5195,41196182,Chicago CHIC RETREAT| Foodie lover | 10min-Wrigley,316480624,George,Avondale,41.94062,-87.70045,Entire home/apt,78,1,7,2020-09-07,71
5196,41197100,Right in the heart of Logan Square.,323140152,Martha,Logan Square,41.92815,-87.70676,Entire home/apt,295,2,2,2020-07-01,363
5197,41207137,"Modern, stylish 3-bedroom, 2-bath in Old Irving",60524162,Michael,Irving Park,41.9564,-87.73100000000002,Entire home/apt,125,2,0,,263
5198,41215728,"Cozy, Private close to S lakeshore Dr, Metra & CTA",130075842,Fatima E,South Chicago,41.74574000000001,-87.55001999999998,Private room,20,1,1,2020-01-12,78
5199,41227540,"Basement/Game Room to yourself, short walk to CTA",13503871,Molly,Humboldt Park,41.89417,-87.70935,Private room,45,1,0,,0
5200,41228293,Cozy Bungalow of Your Very Own!,25196078,Maria,Irving Park,41.9488,-87.72038,Entire home/apt,141,3,1,2020-02-16,168
5201,41234215,StayGia | Stylish Modern 1BR  Suite | Right by Loyola University,280448155,Stay Gia,Edgewater,41.99738,-87.65875,Entire home/apt,133,2,24,2020-08-31,365
5202,41234270,Chic & Modern 2BR Apt.Best Location for Travellers,259688317,Vincent & Sofia,Lake View,41.95163,-87.65849,Entire home/apt,130,1,12,2020-09-02,213
5203,41239565,Spacious 3 bedroom Apartment,170115907,Jose,Mckinley Park,41.83116,-87.6852,Entire home/apt,93,1,15,2020-09-13,327
5204,41241746,-CHICAGO 2 BEDROOM JEFFERSON PARK O'HARE ROSEMONT-,131366873,Jozef & Robert,Jefferson Park,41.97147,-87.76507,Entire home/apt,899,3,4,2020-08-07,62
5205,41254620,"Luxury 2BR, King Bed, Self Check-in, Near Downtown",243270124,William,Grand Boulevard,41.80657,-87.62224,Entire home/apt,195,1,9,2020-06-08,256
5206,41258359,Nates place,318359032,Nathan,Near South Side,41.85529,-87.62476,Entire home/apt,250,1,2,2020-02-15,180
5207,41264688,Andersonville/Edgewater-Good Vibes-Modern Danish,12098939,LaGenia,Edgewater,41.9921,-87.67428000000002,Entire home/apt,90,2,2,2020-03-15,0
5208,41266450,Mindful Pad - 5 minutes away from Midway,256520638,Mateusz,Clearing,41.77503,-87.79175,Entire home/apt,79,2,3,2020-04-21,77
5209,41267100,Island Terrace Apartment,324069789,Denise,Woodlawn,41.77849000000001,-87.58753,Entire home/apt,180,1,0,,365
5210,41270930,Stylish 1BR Apt | Perfect for Couple's Getaway,259688317,Vincent & Sofia,Lake View,41.94193,-87.64115,Entire home/apt,94,1,19,2020-09-14,197
5211,41275135,"That ganja friendly pitstop in chicago, remember?",324164061,Juan,South Lawndale,41.83892,-87.70693,Shared room,25,1,0,,83
5212,41285417,Spacious Home Close To Universities In Chicago !,313795255,Ali,North Park,41.97276,-87.71414,Entire home/apt,165,2,1,2020-02-17,27
5213,41285627,"Clean & Sanitized Condo,CloseTo Dwtn Chicago",253144613,David,West Town,41.90859,-87.69098000000002,Entire home/apt,123,2,50,2020-09-07,248
5214,41297504,Cozy Private Room in Hip Logan Square,271112989,Rachael,Logan Square,41.93135,-87.7191,Private room,40,1,0,,178
5215,41299453,Bright and spacious. Heart of Little Village. 3BR,17821465,Tessa,South Lawndale,41.8493,-87.70683000000002,Entire home/apt,90,2,12,2020-09-15,58
5216,41300438,Large four bedroom freshly remodeled apartment,300582536,Joe,Roseland,41.69971,-87.62099,Entire home/apt,76,2,34,2020-09-20,163
5217,41301023,Close to City Centre & Easy Public Transportation,324465401,Canan,Near West Side,41.88042,-87.68361,Private room,29,1,5,2020-08-02,351
5218,41308942,EXCELLENT LOCATION DOWNTOWN 1 BEDROOM MODERN,55199486,Furnished Rental,Near North Side,41.89897,-87.62245,Entire home/apt,150,90,0,,365
5219,41312138,Haut Maison,249987388,Rony,Near North Side,41.9025,-87.63341,Entire home/apt,110,30,0,,90
5220,41312509,Within UChicago South Campus area Available,306055503,Kristina,Woodlawn,41.78236,-87.59281,Private room,50,1,3,2020-06-11,365
5221,41318603,Chicago Hideaway,324642638,Robert,Irving Park,41.9555,-87.70285,Entire home/apt,90,2,0,,221
5222,41325485,Stunning studio near Boystown / WrigleyField,7958886,Les Petites,Uptown,41.95507,-87.6503,Entire home/apt,85,1,10,2020-09-13,346
5223,41335763,Private Rooftop w/ Entire Chicago Skyline View,6238433,Anna,West Town,41.89072,-87.66207,Entire home/apt,482,1,0,,0
5224,41340120,Lance’s  Place (SPACIOUS & FREE WIFI ),209139859,Toya,East Garfield Park,41.87285,-87.69438000000002,Entire home/apt,111,2,2,2020-03-30,320
5225,41340832,Peaceful Suite Near West Loop!,229095817,Loftium,West Town,41.89345,-87.68460999999998,Entire home/apt,53,1,18,2020-09-08,0
5226,41340883,Hyde Park Private Room - UChicago,175872296,Angel,Hyde Park,41.79286,-87.60582,Private room,30,1,3,2020-03-14,0
5227,41340978,Relax at this Modern and Comfy Logan Square Home!,326557537,Carlos,West Town,41.91261,-87.69851,Entire home/apt,49,3,13,2020-08-19,2
5228,41344791,Cozy studio near the Lake （2mins walk）with piano,156615171,Midu,Edgewater,41.98643,-87.65594,Entire home/apt,75,1,3,2020-03-14,267
5229,41348441,IMMACULATE Brand New BUILDING Downtown Chicago!!!,314190718,Ben,Near West Side,41.88169,-87.66714,Entire home/apt,1499,2,0,,352
5230,41349772,NEW SouthExp LUX 1br/1ba + private balcony!,63313003,K,Loop,41.88604,-87.61846,Entire home/apt,156,32,0,,365
5231,41371250,Humboldt Park beauty w/master bed/bath.,316017150,Omar,Humboldt Park,41.90684,-87.72462,Entire home/apt,104,2,5,2020-05-29,49
5232,41373842,Chicago World's Fair Themed apartment in Lakeview,40394055,Brad,North Center,41.94544000000001,-87.67716,Entire home/apt,85,2,15,2020-09-06,165
5233,41374614,Jaunt￨Beautiful 2 Story Apt￨Garage Parking Nearby,48819044,David,Near North Side,41.89895,-87.63183000000002,Entire home/apt,238,2,21,2020-06-24,173
5234,41376775,Easy Public Transportation & Close to City Centre,324465401,Canan,Near West Side,41.87942,-87.68182,Private room,28,1,4,2020-08-29,266
